,year,week,SMN,SMT,VCI,TCI,VHI,ind
0,1981,36,0.25,288.41,27.11,81.85,54.48,12
1,1981,37,0.255,289.08,37.5,61.39,49.45,12
2,1981,38,0.259,289.31,50.06,36.83,43.45,12
3,1981,39,0.259,288.81,62.15,17.84,39.99,12
4,1981,40,0.255,287.54,71.22,11.31,41.27,12
5,1981,41,0.243,285.28,75.25,13.06,44.16,12
6,1981,42,0.223,282.3,74.69,25.84,50.27,12
7,1981,43,0.196,278.96,70.79,38.09,54.44,12
8,1981,44,0.161,275.58,61.87,39.46,50.66,12
9,1981,45,0.126,272.3,52.1,44.65,48.38,12
10,1981,46,0.10300000000000001,269.32,49.69,46.03,47.86,12
11,1981,47,0.08800000000000001,266.63,49.78,42.92,46.35,12
12,1981,48,0.078,265.02,50.35,40.76,45.55,12
13,1981,49,0.07,263.51,47.81,41.76,44.78,12
14,1981,50,0.066,261.85,47.41,46.72,47.06,12
15,1981,51,0.063,260.2,47.44,49.9,48.67,12
16,1981,52,0.062,259.88,46.55,47.22,46.88,12
17,1982,1,0.064,260.95,50.71,39.0,44.85,12
18,1982,2,0.07,263.49,52.53,29.38,40.95,12
19,1982,3,0.07200000000000001,264.57,52.47,26.57,39.52,12
20,1982,4,0.071,265.28,52.44,26.35,39.39,12
21,1982,5,0.067,265.03,48.5,34.18,41.34,12
22,1982,6,0.064,265.46,43.23,38.49,40.86,12
23,1982,7,0.063,266.45,37.27,41.08,39.17,12
24,1982,8,0.064,268.02,33.25,42.39,37.82,12
25,1982,9,0.066,270.08,30.39,42.23,36.31,12
26,1982,10,0.07,272.07,27.82,44.18,36.0,12
27,1982,11,0.08,274.02,28.57,43.39,35.98,12
28,1982,12,0.09,275.94,29.15,49.42,39.29,12
29,1982,13,0.094,277.41,26.53,57.3,41.91,12
30,1982,14,0.10099999999999999,278.68,24.59,65.62,45.1,12
31,1982,15,0.111,279.91,20.34,77.34,48.84,12
32,1982,16,0.13,281.55,18.55,86.04,52.3,12
33,1982,17,0.155,283.73,20.05,87.65,53.85,12
34,1982,18,0.2,287.14,29.12,79.05,54.09,12
35,1982,19,0.245,289.95,37.66,68.74,53.2,12
36,1982,20,0.27699999999999997,291.63,39.9,64.77,52.34,12
37,1982,21,0.298,292.29,40.48,66.85,53.67,12
38,1982,22,0.311,292.69,40.93,68.66,54.8,12
39,1982,23,0.319,293.02,41.09,69.41,55.25,12
40,1982,24,0.32,293.13,38.06,73.07,55.56,12
41,1982,25,0.319,293.19,34.65,78.27,56.46,12
42,1982,26,0.316,293.18,31.2,80.79,56.0,12
43,1982,27,0.319,293.5,31.66,77.85,54.76,12
44,1982,28,0.327,293.92,37.8,73.91,55.86,12
45,1982,29,0.332,294.22,44.3,73.79,59.04,12
46,1982,30,0.332,294.33,49.8,73.49,61.65,12
47,1982,31,0.332,294.55,53.3,69.71,61.51,12
48,1982,32,0.32799999999999996,294.58,53.26,65.34,59.3,12
49,1982,33,0.326,294.31,54.21,59.29,56.75,12
50,1982,34,0.324,294.0,56.8,51.04,53.92,12
51,1982,35,0.32299999999999995,293.4,61.61,42.51,52.06,12
52,1982,36,0.319,292.5,66.32,34.84,50.58,12
53,1982,37,0.304,291.26,67.53,33.79,50.66,12
54,1982,38,0.289,289.57,69.68,33.73,51.7,12
55,1982,39,0.265,287.77,68.03,32.23,50.13,12
56,1982,40,0.235,286.07,63.68,29.66,46.67,12
57,1982,41,0.201,284.26,54.68,25.09,39.89,12
58,1982,42,0.171,282.55,41.73,24.17,32.95,12
59,1982,43,0.147,280.52,38.49,23.9,31.19,12
60,1982,44,0.128,278.77,37.93,13.11,25.52,12
61,1982,45,0.10800000000000001,276.78,35.89,12.02,23.95,12
62,1982,46,0.095,274.24,39.44,13.87,26.65,12
63,1982,47,0.08199999999999999,271.71,41.2,14.83,28.02,12
64,1982,48,0.071,268.73,40.36,22.24,31.3,12
65,1982,49,0.06,265.4,35.6,33.07,34.33,12
66,1982,50,0.053,262.22,31.38,45.57,38.48,12
67,1982,51,0.053,260.09,33.44,50.81,42.13,12
68,1982,52,0.052000000000000005,259.06,33.09,51.32,42.2,12
69,1983,1,0.052000000000000005,258.78,33.67,49.72,41.7,12
70,1983,2,0.053,258.53,31.42,52.62,42.02,12
71,1983,3,0.053,258.08,31.26,57.24,44.25,12
72,1983,4,0.055,257.65,35.0,61.63,48.32,12
73,1983,5,0.057,257.58,36.26,67.73,51.99,12
74,1983,6,0.055,257.86,32.34,72.04,52.19,12
75,1983,7,0.055,259.38,29.62,71.78,50.7,12
76,1983,8,0.057,262.17,28.02,68.43,48.23,12
77,1983,9,0.061,265.05,27.49,65.25,46.37,12
78,1983,10,0.068,268.04,26.79,63.73,45.26,12
79,1983,11,0.073,270.94,25.36,59.42,42.39,12
80,1983,12,0.08199999999999999,274.37,26.06,57.85,41.95,12
81,1983,13,0.098,277.91,30.28,54.32,42.3,12
82,1983,14,0.115,281.17,35.62,48.45,42.03,12
83,1983,15,0.138,284.16,39.95,42.29,41.12,12
84,1983,16,0.16399999999999998,286.4,41.32,42.67,42.0,12
85,1983,17,0.195,288.96,44.1,37.17,40.63,12
86,1983,18,0.225,291.14,44.23,36.83,40.53,12
87,1983,19,0.253,292.48,43.79,40.92,42.35,12
88,1983,20,0.27699999999999997,293.67,41.46,42.55,42.01,12
89,1983,21,0.294,294.48,39.44,43.76,41.6,12
90,1983,22,0.312,295.07,41.8,44.43,43.12,12
91,1983,23,0.32,294.97,42.02,50.0,46.01,12
92,1983,24,0.32,294.51,38.53,59.02,48.78,12
93,1983,25,0.321,294.37,36.19,65.63,50.91,12
94,1983,26,0.324,294.26,35.27,68.96,52.11,12
95,1983,27,0.322,294.18,32.48,69.85,51.17,12
96,1983,28,0.309,293.72,25.92,74.93,50.42,12
97,1983,29,0.28600000000000003,293.3,16.65,81.02,48.84,12
98,1983,30,0.263,292.96,10.42,83.68,47.05,12
99,1983,31,0.26,292.82,12.16,83.45,47.81,12
100,1983,32,0.272,292.91,20.0,80.05,50.03,12
101,1983,33,0.29100000000000004,293.03,33.29,72.38,52.84,12
102,1983,34,0.298,293.18,41.81,60.46,51.13,12
103,1983,35,0.304,293.47,51.05,40.79,45.92,12
104,1983,36,0.294,292.33,52.97,36.77,44.87,12
105,1983,37,0.275,291.12,52.12,35.53,43.82,12
106,1983,38,0.255,289.51,50.61,34.21,42.41,12
107,1983,39,0.23199999999999998,287.21,48.68,39.33,44.0,12
108,1983,40,0.21100000000000002,285.65,49.14,34.47,41.81,12
109,1983,41,0.18600000000000003,283.09,45.93,40.36,43.14,12
110,1983,42,0.161,279.87,36.9,54.28,45.59,12
111,1983,43,0.134,276.75,30.85,58.94,44.89,12
112,1983,44,0.10800000000000001,273.07,24.89,59.93,42.41,12
113,1983,45,0.09,269.65,23.1,63.25,43.17,12
114,1983,46,0.075,267.21,22.83,59.33,41.08,12
115,1983,47,0.066,264.6,26.18,54.67,40.42,12
116,1983,48,0.063,263.0,32.54,52.97,42.75,12
117,1983,49,0.057,261.43,32.16,53.45,42.81,12
118,1983,50,0.055999999999999994,260.23,34.69,55.86,45.28,12
119,1983,51,0.053,258.83,33.78,56.96,45.37,12
120,1983,52,0.05,257.95,31.6,56.35,43.98,12
121,1984,1,0.05,258.91,30.42,48.58,39.5,12
122,1984,2,0.049,259.66,27.67,46.95,37.31,12
123,1984,3,0.05,259.47,27.91,51.28,39.59,12
124,1984,4,0.05,259.21,28.92,55.81,42.36,12
125,1984,5,0.05,259.24,28.24,61.17,44.7,12
126,1984,6,0.049,259.03,25.82,67.49,46.65,12
127,1984,7,0.048,259.36,23.18,72.91,48.05,12
128,1984,8,0.049,259.49,21.75,81.31,51.53,12
129,1984,9,0.05,260.99,19.84,84.81,52.33,12
130,1984,10,0.055,264.0,18.69,83.58,51.13,12
131,1984,11,0.061,267.5,18.29,77.82,48.06,12
132,1984,12,0.07,271.5,18.81,73.46,46.14,12
133,1984,13,0.08199999999999999,276.37,20.36,62.71,41.54,12
134,1984,14,0.095,280.73,22.27,50.03,36.15,12
135,1984,15,0.11199999999999999,283.98,23.46,43.21,33.33,12
136,1984,16,0.132,286.07,22.25,46.11,34.18,12
137,1984,17,0.154,288.0,21.03,47.14,34.08,12
138,1984,18,0.17800000000000002,289.66,18.26,52.06,35.16,12
139,1984,19,0.20600000000000002,291.01,16.61,55.96,36.29,12
140,1984,20,0.23399999999999999,291.87,16.79,60.69,38.74,12
141,1984,21,0.262,292.33,20.6,65.1,42.85,12
142,1984,22,0.278,292.2,21.73,72.72,47.23,12
143,1984,23,0.29,291.95,23.21,79.54,51.38,12
144,1984,24,0.299,291.9,24.16,84.52,54.34,12
145,1984,25,0.309,292.17,26.93,86.58,56.75,12
146,1984,26,0.313,292.22,28.25,88.12,58.18,12
147,1984,27,0.319,292.44,30.23,86.23,58.23,12
148,1984,28,0.321,292.67,33.06,84.42,58.74,12
149,1984,29,0.324,293.21,38.53,81.59,60.06,12
150,1984,30,0.32299999999999995,293.72,44.48,77.08,60.78,12
151,1984,31,0.311,293.42,41.68,78.76,60.22,12
152,1984,32,0.303,293.24,38.55,77.94,58.25,12
153,1984,33,0.294,292.86,35.27,75.4,55.33,12
154,1984,34,0.27899999999999997,291.84,30.86,77.78,54.32,12
155,1984,35,0.255,290.19,23.83,83.96,53.89,12
156,1984,36,0.22699999999999998,288.41,17.05,88.49,52.77,12
157,1984,37,0.204,287.3,13.04,87.1,50.07,12
158,1984,38,0.182,285.74,9.11,87.0,48.05,12
159,1984,39,0.157,283.82,4.77,87.14,45.96,12
160,1984,40,0.139,281.77,3.47,88.97,46.22,12
161,1984,41,0.124,279.41,3.64,88.5,46.07,12
162,1984,42,0.113,277.95,5.56,77.15,41.35,12
163,1984,43,0.1,275.88,8.41,68.11,38.26,12
164,1984,44,0.083,273.29,7.95,60.45,34.2,12
165,1984,45,0.07200000000000001,270.6,9.37,58.16,33.76,12
166,1984,46,0.06,268.32,10.4,52.98,31.69,12
167,1984,47,0.052000000000000005,267.14,13.72,40.22,26.97,12
168,1984,48,0.048,266.84,18.08,31.92,25.0,12
169,1984,49,0.046,267.48,21.77,23.44,22.61,12
170,1985,9,0.061,268.54,23.92,44.28,34.1,12
171,1985,10,0.062,268.96,20.67,55.05,37.86,12
172,1985,11,0.066,270.73,19.21,56.94,38.07,12
173,1985,12,0.075,273.59,19.49,59.14,39.32,12
