,year,week,SMN,SMT,VCI,TCI,VHI,ind
0,1981,36,0.212,296.12,33.7,67.11,50.41,17
1,1981,37,0.21,295.54,39.1,60.25,49.67,17
2,1981,38,0.207,294.59,44.1,56.37,50.24,17
3,1981,39,0.205,293.2,49.41,55.02,52.21,17
4,1981,40,0.20199999999999999,291.44,53.6,52.41,53.01,17
5,1981,41,0.19699999999999998,289.14,56.76,47.77,52.26,17
6,1981,42,0.19,286.2,58.87,47.18,53.03,17
7,1981,43,0.175,283.02,57.02,48.89,52.96,17
8,1981,44,0.154,279.71,52.32,48.55,50.44,17
9,1981,45,0.127,276.38,44.89,50.27,47.58,17
10,1981,46,0.10800000000000001,273.52,40.4,51.81,46.1,17
11,1981,47,0.098,271.25,40.49,52.99,46.74,17
12,1981,48,0.09,269.46,41.39,52.95,47.17,17
13,1981,49,0.083,268.42,42.16,47.75,44.96,17
14,1981,50,0.079,267.09,44.72,44.07,44.4,17
15,1981,51,0.075,266.33,45.48,41.7,43.59,17
16,1981,52,0.07,266.01,42.88,40.35,41.61,17
17,1982,1,0.067,266.69,41.66,37.5,39.58,17
18,1982,2,0.064,267.8,41.9,34.64,38.27,17
19,1982,3,0.061,268.21,40.71,33.8,37.26,17
20,1982,4,0.055,268.14,35.53,35.58,35.55,17
21,1982,5,0.048,268.13,30.39,37.23,33.81,17
22,1982,6,0.045,268.56,27.46,39.23,33.35,17
23,1982,7,0.045,269.52,24.81,40.23,32.52,17
24,1982,8,0.049,271.19,24.53,40.06,32.3,17
25,1982,9,0.052000000000000005,272.64,23.39,42.25,32.82,17
26,1982,10,0.059000000000000004,275.04,22.38,42.31,32.34,17
27,1982,11,0.075,277.91,25.94,40.3,33.12,17
28,1982,12,0.09300000000000001,281.51,28.22,38.25,33.23,17
29,1982,13,0.107,284.45,27.06,37.81,32.44,17
30,1982,14,0.12,286.54,25.56,39.95,32.76,17
31,1982,15,0.127,287.95,23.26,49.19,36.23,17
32,1982,16,0.145,289.21,20.79,64.14,42.47,17
33,1982,17,0.16899999999999998,290.19,19.37,77.76,48.57,17
34,1982,18,0.196,291.97,19.37,80.51,49.94,17
35,1982,19,0.225,294.18,20.37,77.06,48.71,17
36,1982,20,0.248,295.4,21.03,75.36,48.2,17
37,1982,21,0.267,295.99,22.19,76.65,49.42,17
38,1982,22,0.27899999999999997,296.11,23.37,81.15,52.26,17
39,1982,23,0.284,296.02,24.05,86.07,55.06,17
40,1982,24,0.29,296.37,26.65,86.57,56.61,17
41,1982,25,0.295,296.59,29.53,88.87,59.2,17
42,1982,26,0.29600000000000004,296.68,32.59,90.81,61.7,17
43,1982,27,0.295,296.9,34.88,91.5,63.19,17
44,1982,28,0.289,297.01,36.05,91.16,63.61,17
45,1982,29,0.292,297.53,41.37,87.21,64.29,17
46,1982,30,0.29600000000000004,298.25,46.55,80.87,63.71,17
47,1982,31,0.293,298.89,49.4,73.97,61.68,17
48,1982,32,0.289,299.52,52.73,65.46,59.09,17
49,1982,33,0.285,299.84,55.2,58.35,56.77,17
50,1982,34,0.27699999999999997,299.91,56.03,53.0,54.51,17
51,1982,35,0.266,299.78,56.21,46.4,51.31,17
52,1982,36,0.252,299.35,54.86,38.14,46.5,17
53,1982,37,0.23199999999999998,298.56,50.41,32.34,41.37,17
54,1982,38,0.214,297.34,47.04,29.92,38.48,17
55,1982,39,0.195,295.54,42.82,31.19,37.0,17
56,1982,40,0.17,293.36,35.74,32.86,34.3,17
57,1982,41,0.146,291.29,30.03,27.55,28.79,17
58,1982,42,0.126,288.79,27.17,25.14,26.16,17
59,1982,43,0.10800000000000001,285.95,25.11,28.53,26.82,17
60,1982,44,0.091,283.67,22.74,25.24,23.99,17
61,1982,45,0.076,281.81,19.92,22.74,21.33,17
62,1982,46,0.062,278.71,17.11,28.72,22.92,17
63,1982,47,0.051,274.89,14.38,38.79,26.59,17
64,1982,48,0.045,270.99,14.13,48.26,31.2,17
65,1982,49,0.04,267.88,13.85,51.44,32.65,17
66,1982,50,0.036000000000000004,265.32,12.54,51.81,32.17,17
67,1982,51,0.036000000000000004,263.48,14.41,52.37,33.39,17
68,1982,52,0.037000000000000005,262.83,16.05,50.7,33.38,17
69,1983,1,0.036000000000000004,263.18,17.58,48.33,32.95,17
70,1983,2,0.036000000000000004,264.11,21.25,45.94,33.6,17
71,1983,3,0.037000000000000005,264.51,23.84,44.72,34.28,17
72,1983,4,0.039,264.76,25.29,45.05,35.17,17
73,1983,5,0.040999999999999995,266.47,26.02,41.86,33.94,17
74,1983,6,0.040999999999999995,267.43,24.59,42.46,33.53,17
75,1983,7,0.042,268.71,23.28,42.52,32.9,17
76,1983,8,0.046,271.0,23.27,40.55,31.91,17
77,1983,9,0.053,274.04,23.87,38.12,30.99,17
78,1983,10,0.063,278.2,24.42,33.0,28.71,17
79,1983,11,0.073,281.64,25.04,28.27,26.65,17
80,1983,12,0.09,285.36,27.31,24.38,25.84,17
81,1983,13,0.11199999999999999,289.21,29.58,19.12,24.35,17
82,1983,14,0.131,291.68,30.47,16.38,23.42,17
83,1983,15,0.152,293.94,33.46,15.1,24.28,17
84,1983,16,0.17300000000000001,295.55,31.49,17.84,24.66,17
85,1983,17,0.19399999999999998,296.99,28.6,20.61,24.61,17
86,1983,18,0.218,298.55,27.33,22.56,24.94,17
87,1983,19,0.237,299.15,24.98,30.41,27.69,17
88,1983,20,0.247,299.67,21.63,36.41,29.02,17
89,1983,21,0.255,300.28,18.93,39.2,29.07,17
90,1983,22,0.258,300.22,16.75,46.62,31.68,17
91,1983,23,0.261,300.02,16.65,53.68,35.16,17
92,1983,24,0.264,299.62,16.82,60.27,38.55,17
93,1983,25,0.271,299.52,19.9,64.59,42.24,17
94,1983,26,0.278,299.56,24.8,67.25,46.03,17
95,1983,27,0.27899999999999997,299.47,28.26,71.16,49.71,17
96,1983,28,0.275,299.03,30.01,75.51,52.76,17
97,1983,29,0.26899999999999996,298.7,30.87,78.03,54.45,17
98,1983,30,0.261,298.17,30.46,81.2,55.83,17
99,1983,31,0.261,298.06,34.12,80.28,57.2,17
100,1983,32,0.262,298.6,38.82,72.87,55.84,17
101,1983,33,0.261,299.28,42.18,63.24,52.71,17
102,1983,34,0.257,299.7,44.7,55.16,49.93,17
103,1983,35,0.25,300.34,46.76,41.54,44.15,17
104,1983,36,0.23600000000000002,300.32,46.0,28.93,37.46,17
105,1983,37,0.218,299.78,42.44,20.55,31.5,17
106,1983,38,0.19699999999999998,298.59,37.6,17.48,27.54,17
107,1983,39,0.17800000000000002,296.72,33.52,18.51,26.01,17
108,1983,40,0.16,294.52,30.81,19.83,25.32,17
109,1983,41,0.14,291.41,27.3,25.38,26.34,17
110,1983,42,0.12,287.89,24.8,32.49,28.65,17
111,1983,43,0.10099999999999999,283.9,22.26,43.61,32.93,17
112,1983,44,0.086,279.03,20.44,54.66,37.55,17
113,1983,45,0.07400000000000001,275.36,19.05,58.75,38.9,17
114,1983,46,0.065,271.93,18.36,62.94,40.65,17
115,1983,47,0.059000000000000004,268.39,18.91,69.35,44.13,17
116,1983,48,0.055,265.48,20.49,72.17,46.33,17
117,1983,49,0.051,262.07,21.09,74.29,47.69,17
118,1983,50,0.046,259.0,19.82,75.14,47.48,17
119,1983,51,0.042,256.95,19.23,75.83,47.53,17
120,1983,52,0.040999999999999995,255.63,19.41,75.04,47.22,17
121,1984,1,0.04,255.01,21.29,74.64,47.97,17
122,1984,2,0.038,253.75,23.06,78.69,50.87,17
123,1984,3,0.036000000000000004,251.81,23.07,83.12,53.1,17
124,1984,4,0.034,250.39,21.83,86.16,53.99,17
125,1984,5,0.031,249.3,19.41,89.97,54.69,17
126,1984,6,0.028999999999999998,249.41,17.19,92.7,54.94,17
127,1984,7,0.027999999999999997,250.4,14.61,93.42,54.02,17
128,1984,8,0.028999999999999998,251.72,13.15,94.08,53.61,17
129,1984,9,0.028999999999999998,254.38,11.29,93.46,52.37,17
130,1984,10,0.028999999999999998,257.42,7.56,93.0,50.28,17
131,1984,11,0.034,262.35,6.23,89.77,48.0,17
132,1984,12,0.044000000000000004,269.04,6.03,82.58,44.3,17
133,1984,13,0.054000000000000006,275.47,4.41,73.45,38.93,17
134,1984,14,0.07,281.34,5.65,64.57,35.11,17
135,1984,15,0.092,286.0,10.34,60.37,35.36,17
136,1984,16,0.11800000000000001,289.42,11.15,62.76,36.96,17
137,1984,17,0.152,292.26,13.38,61.65,37.52,17
138,1984,18,0.191,294.13,17.57,62.85,40.21,17
139,1984,19,0.231,295.5,22.55,65.42,43.99,17
140,1984,20,0.271,296.63,29.83,64.63,47.23,17
141,1984,21,0.306,297.09,37.93,67.28,52.6,17
142,1984,22,0.331,296.91,44.92,74.55,59.74,17
143,1984,23,0.348,296.26,52.36,84.16,68.26,17
144,1984,24,0.366,296.37,62.7,86.52,74.61,17
145,1984,25,0.38299999999999995,296.92,72.77,86.24,79.5,17
146,1984,26,0.39,296.89,78.39,89.15,83.77,17
147,1984,27,0.392,297.01,82.03,90.75,86.39,17
148,1984,28,0.391,297.32,84.34,88.86,86.6,17
149,1984,29,0.38299999999999995,297.55,83.41,87.1,85.25,17
150,1984,30,0.368,297.6,79.76,85.78,82.77,17
151,1984,31,0.35,297.31,76.19,86.02,81.11,17
152,1984,32,0.336,297.29,75.88,82.79,79.34,17
153,1984,33,0.327,297.18,77.11,79.61,78.36,17
154,1984,34,0.313,296.86,75.45,78.84,77.14,17
155,1984,35,0.292,296.42,70.82,76.87,73.84,17
156,1984,36,0.267,295.93,63.93,70.95,67.44,17
157,1984,37,0.23800000000000002,295.44,54.46,62.98,58.72,17
158,1984,38,0.20800000000000002,294.44,44.02,59.69,51.86,17
159,1984,39,0.182,292.96,35.68,59.87,47.78,17
160,1984,40,0.161,291.21,30.91,57.57,44.24,17
161,1984,41,0.146,289.2,29.88,49.82,39.85,17
162,1984,42,0.13,286.9,29.18,43.29,36.24,17
163,1984,43,0.11,283.72,26.13,45.74,35.93,17
164,1984,44,0.09,279.63,22.16,51.28,36.72,17
165,1984,45,0.077,274.67,20.49,62.92,41.71,17
166,1984,46,0.064,270.55,18.04,70.25,44.14,17
167,1984,47,0.055,267.82,16.86,72.46,44.66,17
168,1984,48,0.05,265.95,17.61,70.61,44.11,17
169,1984,49,0.043,266.78,16.39,55.64,36.02,17
170,1985,9,0.02,262.68,7.48,70.2,38.84,17
171,1985,10,0.018000000000000002,260.99,4.68,81.35,43.01,17
172,1985,11,0.021,263.92,3.01,82.33,42.67,17
173,1985,12,0.026000000000000002,267.52,1.79,82.99,42.39,17
174,1985,13,0.037000000000000005,272.41,1.1,79.34,40.22,17
175,1985,14,0.052000000000000005,278.63,2.12,71.48,36.8,17
176,1985,15,0.07200000000000001,283.77,3.77,70.57,37.17,17
177,1985,16,0.099,287.71,5.14,72.34,38.74,17
178,1985,17,0.13699999999999998,290.39,8.41,74.71,41.56,17
179,1985,18,0.179,292.72,13.17,73.95,43.56,17
180,1985,19,0.21600000000000003,294.94,16.99,69.9,43.44,17
181,1985,20,0.25,296.43,22.0,66.21,44.1,17
182,1985,21,0.278,295.84,27.44,77.91,52.68,17
183,1985,22,0.304,295.64,34.77,85.09,59.93,17
184,1985,23,0.324,296.07,43.45,85.95,64.7,17
185,1985,24,0.33899999999999997,296.13,50.81,88.65,69.73,17
186,1985,25,0.349,296.5,56.92,89.84,73.38,17
187,1985,26,0.35100000000000003,296.75,59.63,90.39,75.01,17
188,1985,27,0.349,297.12,61.33,89.94,75.63,17
189,1985,28,0.34600000000000003,297.75,63.34,85.63,74.48,17
190,1985,29,0.344,298.49,65.62,79.93,72.77,17
191,1985,30,0.341,299.21,67.47,73.41,70.44,17
192,1985,31,0.332,300.04,67.75,64.83,66.29,17
193,1985,32,0.322,300.74,69.09,55.59,62.34,17
194,1985,33,0.311,301.14,68.61,47.6,58.11,17
195,1985,34,0.293,300.96,65.2,43.77,54.48,17
196,1985,35,0.275,300.21,61.45,41.96,51.71,17
